planting_date,CropCAF,cultivar_name,planting_depth,planting_material_weight,Drill,drill_opener_type,drill_opener_configuration,drill_row_description,drill_fertilization_configuration,ExpUnitId_AgCROS,TreatmentId,Crop_AgCROS,PlantDensity_AgCROS,PlantingDepth_AgCROS,PlantingMethod_AgCROS,RowWidth_AgCROS
2015-04-22,SW,(pending 12),,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",114,C3,Triticum aestivum (Spring Wheat),,,Twin Row,10.16
2012-10-19,WW,Cara,1.0,85.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",114,C3,Triticum aestivum (Winter Wheat),95.27224999999999,2.54,Twin Row,10.16
2012-04-13,SW,(pending 01),,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",114,C3,Triticum aestivum (Spring Wheat),,,Twin Row,10.16
2006-10-18,WW,Eddy,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",114,C3,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2000-10-24,WW,Madsen,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",114,C3,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2009-10-17,WW,OR 102,1.0,104.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",114,C3,Triticum aestivum (Winter Wheat),116.5684,2.54,Twin Row,10.16
2003-04-23,SW,Hank,1.0,120.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",114,C3,Triticum aestivum (Spring Wheat),134.50199999999998,2.54,Row,25.4
2000-04-15,SB,Baronesse,0.5,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",114,C3,Hordeum vulgare (Spring Barley),,1.27,Row,25.4
2006-04-30,SW,Hank,1.0,98.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",114,C3,Triticum aestivum (Spring Wheat),109.84329999999999,2.54,Row,25.4
2009-05-04,SW,Hank,1.0,83.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",114,C3,Triticum aestivum (Spring Wheat),93.03054999999999,2.54,Twin Row,10.16
2011-05-13,SB,Champion,1.0,100.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",114,C3,Hordeum vulgare (Spring Barley),112.085,2.54,Twin Row,10.16
1999-05-15,SW,Wawawai,1.0,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",114,C3,Triticum aestivum (Spring Wheat),,2.54,Row,25.4
2014-04-29,SB,Champion,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",114,C3,Hordeum vulgare (Spring Barley),,,Twin Row,10.16
2008-05-05,SB,Baronesse,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",114,C3,Hordeum vulgare (Spring Barley),112.085,2.54,Row,25.4
2003-09-30,WW,Falcon,1.0,82.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",114,C3,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Row,25.4
2002-04-21,SB,Baronesse,1.0,98.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",114,C3,Hordeum vulgare (Spring Barley),109.84329999999999,2.54,Row,25.4
2012-04-27,GB,Sierra,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",115,C4,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2004-10-26,WB,Sunstar Pride,1.0,100.0,USDA Yielder Drill,double disc,paired row,"5"" paired rows on 15"" centers","4"" depth, 15"" centers; double disc opener",115,C4,Hordeum vulgare (Winter Barley),112.085,2.54,Twin Row,12.7
2015-05-02,GB,Billy Beans,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",115,C4,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2003-04-23,SW,Hank,1.0,120.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",115,C4,Triticum aestivum (Spring Wheat),134.50199999999998,2.54,Row,25.4
2006-04-30,SW,Hank,1.0,98.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",115,C4,Triticum aestivum (Spring Wheat),109.84329999999999,2.54,Row,25.4
2012-10-19,WW,Cara,1.0,85.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",115,C4,Triticum aestivum (Winter Wheat),95.27224999999999,2.54,Twin Row,10.16
1999-05-15,SW,Wawawai,1.0,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",115,C4,Triticum aestivum (Spring Wheat),,2.54,Row,25.4
2009-10-17,WW,OR 102,1.0,104.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",115,C4,Triticum aestivum (Winter Wheat),116.5684,2.54,Twin Row,10.16
2003-09-30,WW,Falcon,1.0,82.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",115,C4,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Row,25.4
2000-04-15,SB,Baronesse,0.5,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",115,C4,Hordeum vulgare (Spring Barley),,1.27,Row,25.4
2010-10-13,WW,Chukar,1.0,82.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",115,C4,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Twin Row,10.16
2001-10-26,WB,Strider,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",115,C4,Hordeum vulgare (Winter Barley),112.085,2.54,Row,25.4
2013-10-21,WW,AP700 Clearfeild,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",115,C4,Triticum aestivum (Winter Wheat),,,Twin Row,10.16
2009-05-04,SW,Hank,1.0,83.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",115,C4,Triticum aestivum (Spring Wheat),93.03054999999999,2.54,Twin Row,10.16
2000-10-24,WW,Madsen,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",115,C4,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2007-10-24,WT,Trimark 336,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",115,C4,Triticum durum (Winter Triticale),112.085,2.54,Row,25.4
2006-10-18,WW,Eddy,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",115,C4,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2012-10-19,WW,Cara,1.0,85.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",116,C4,Triticum aestivum (Winter Wheat),95.27224999999999,2.54,Twin Row,10.16
2013-10-21,WW,AP700 Clearfeild,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",116,C4,Triticum aestivum (Winter Wheat),,,Twin Row,10.16
2010-10-13,WW,Chukar,1.0,82.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",116,C4,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Twin Row,10.16
1999-05-15,SW,Wawawai,1.0,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",116,C4,Triticum aestivum (Spring Wheat),,2.54,Row,25.4
2006-04-30,SW,Hank,1.0,98.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",116,C4,Triticum aestivum (Spring Wheat),109.84329999999999,2.54,Row,25.4
2000-04-15,SB,Baronesse,0.5,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",116,C4,Hordeum vulgare (Spring Barley),,1.27,Row,25.4
2000-10-24,WW,Madsen,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",116,C4,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2003-04-23,SW,Hank,1.0,120.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",116,C4,Triticum aestivum (Spring Wheat),134.50199999999998,2.54,Row,25.4
2009-05-04,SW,Hank,1.0,83.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",116,C4,Triticum aestivum (Spring Wheat),93.03054999999999,2.54,Twin Row,10.16
2012-04-27,GB,Sierra,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",116,C4,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2006-10-18,WW,Eddy,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",116,C4,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2001-10-26,WB,Strider,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",116,C4,Hordeum vulgare (Winter Barley),112.085,2.54,Row,25.4
2009-10-17,WW,OR 102,1.0,104.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",116,C4,Triticum aestivum (Winter Wheat),116.5684,2.54,Twin Row,10.16
2015-05-02,GB,Billy Beans,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",116,C4,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2003-09-30,WW,Falcon,1.0,82.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",116,C4,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Row,25.4
2007-10-24,WT,Trimark 336,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",116,C4,Triticum durum (Winter Triticale),112.085,2.54,Row,25.4
2004-10-26,WB,Sunstar Pride,1.0,100.0,USDA Yielder Drill,double disc,paired row,"5"" paired rows on 15"" centers","4"" depth, 15"" centers; double disc opener",116,C4,Hordeum vulgare (Winter Barley),112.085,2.54,Twin Row,12.7
2003-09-30,WW,Falcon,1.0,82.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",117,C5,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Row,25.4
2008-05-05,SC,Hyola 357,0.25,6.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",117,C5,Brassica napus (Spring Canola),6.725099999999999,0.635,Row,25.4
1999-05-15,SW,Wawawai,1.0,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",117,C5,Triticum aestivum (Spring Wheat),,2.54,Row,25.4
2009-10-17,WW,OR 102,1.0,104.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",117,C5,Triticum aestivum (Winter Wheat),116.5684,2.54,Twin Row,10.16
2014-04-14,SW,(pending 04),,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",117,C5,Triticum aestivum (Spring Wheat),,,Twin Row,10.16
2005-04-15,SC,Hyola 357,0.25,6.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",117,C5,Brassica napus (Spring Canola),6.725099999999999,0.635,Row,25.4
2012-10-19,WW,Cara,1.0,85.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",117,C5,Triticum aestivum (Winter Wheat),95.27224999999999,2.54,Twin Row,10.16
2002-04-21,SC,Hyola 357,0.5,10.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",117,C5,Brassica napus (Spring Canola),11.208499999999999,1.27,Row,25.4
2011-05-05,SW,Louise,1.0,90.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",117,C5,Triticum aestivum (Spring Wheat),100.8765,2.54,Twin Row,10.16
2005-04-08,SC,Hyola 357,0.25,6.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",117,C5,Brassica napus (Spring Canola),6.725099999999999,0.635,Row,25.4
2006-04-30,SW,Hank,1.0,98.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",117,C5,Triticum aestivum (Spring Wheat),109.84329999999999,2.54,Row,25.4
2000-04-15,SB,Baronesse,0.5,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",117,C5,Hordeum vulgare (Spring Barley),,1.27,Row,25.4
2012-04-27,GB,Sierra,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",117,C5,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2003-04-23,SW,Hank,1.0,120.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",117,C5,Triticum aestivum (Spring Wheat),134.50199999999998,2.54,Row,25.4
2006-10-18,WW,Eddy,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",117,C5,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2009-05-04,SW,Hank,1.0,83.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",117,C5,Triticum aestivum (Spring Wheat),93.03054999999999,2.54,Twin Row,10.16
2015-05-02,GB,Billy Beans,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",117,C5,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2000-10-24,WW,Madsen,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",117,C5,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
1999-05-15,SW,Wawawai,1.0,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",118,C6,Triticum aestivum (Spring Wheat),,2.54,Row,25.4
2005-05-03,SP,Cruiser,1.5,220.0,Concord: Kile hoe-type opener,kile hoe-type,paired row,"4"" paired rows on 15"" centers","4"" depth, hoe type opener 12"" centers; kile hoe-type openers",118,C6,Pisum sativum (Spring Pea),246.587,3.81,Twin Row,10.16
2008-05-07,SP,(no variety),1.5,220.0,Concord: Kile hoe-type opener,kile hoe-type,paired row,"4"" paired rows on 12"" centers","4"" depth, hoe type opener 12"" centers; kile hoe-type openers",118,C6,Pisum sativum (Spring Pea),246.587,3.81,Twin Row,10.16
2000-10-24,WW,Madsen,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",118,C6,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2000-04-15,SB,Baronesse,0.5,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",118,C6,Hordeum vulgare (Spring Barley),,1.27,Row,25.4
2012-10-19,WW,Cara,1.0,85.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",118,C6,Triticum aestivum (Winter Wheat),95.27224999999999,2.54,Twin Row,10.16
2009-10-17,WW,OR 102,1.0,104.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",118,C6,Triticum aestivum (Winter Wheat),116.5684,2.54,Twin Row,10.16
2014-04-14,SW,(pending 04),,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",118,C6,Triticum aestivum (Spring Wheat),,,Twin Row,10.16
2003-04-23,SW,Hank,1.0,120.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",118,C6,Triticum aestivum (Spring Wheat),134.50199999999998,2.54,Row,25.4
2002-06-02,SP,Cruiser,1.5,200.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",118,C6,Pisum sativum (Spring Pea),224.17,3.81,Row,25.4
2006-10-18,WW,Eddy,1.0,100.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",118,C6,Triticum aestivum (Winter Wheat),112.085,2.54,Row,25.4
2003-09-30,WW,Falcon,1.0,82.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",118,C6,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Row,25.4
2009-05-04,SW,Hank,1.0,83.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",118,C6,Triticum aestivum (Spring Wheat),93.03054999999999,2.54,Twin Row,10.16
2011-05-05,SW,Louise,1.0,90.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",118,C6,Triticum aestivum (Spring Wheat),100.8765,2.54,Twin Row,10.16
2015-05-02,GB,Billy Beans,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",118,C6,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2006-04-30,SW,Hank,1.0,98.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",118,C6,Triticum aestivum (Spring Wheat),109.84329999999999,2.54,Row,25.4
2012-04-27,GB,Sierra,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",118,C6,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2012-10-19,WW,Cara,1.0,85.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",119,C6,Triticum aestivum (Winter Wheat),95.27224999999999,2.54,Twin Row,10.16
2011-05-05,SW,Louise,1.0,90.0,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",119,C6,Triticum aestivum (Spring Wheat),100.8765,2.54,Twin Row,10.16
1999-05-15,SW,Wawawai,1.0,,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",119,C6,Triticum aestivum (Spring Wheat),,2.54,Row,25.4
2005-05-03,SP,Cruiser,1.5,220.0,Concord: Kile hoe-type opener,kile hoe-type,paired row,"4"" paired rows on 15"" centers","4"" depth, hoe type opener 12"" centers; kile hoe-type openers",119,C6,Pisum sativum (Spring Pea),246.587,3.81,Twin Row,10.16
2014-04-14,SW,(pending 04),,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",119,C6,Triticum aestivum (Spring Wheat),,,Twin Row,10.16
2008-05-07,SP,(no variety),1.5,220.0,Concord: Kile hoe-type opener,kile hoe-type,paired row,"4"" paired rows on 12"" centers","4"" depth, hoe type opener 12"" centers; kile hoe-type openers",119,C6,Pisum sativum (Spring Pea),246.587,3.81,Twin Row,10.16
2012-04-27,GB,Sierra,,,Horsch with Anderson openers,hoe type (Anderson),paired row,"4"" paired rows on 12"" centers","4"" depth, 12"" centers; hoe type (Anderson) openers",119,C6,Cicer arietinum (Garbonzo Beans),,,Twin Row,10.16
2003-09-30,WW,Falcon,1.0,82.0,Great Plains 1510 CPH,double disc,uniform,"10"" rows","3"" depth, 10"" centers; turbo coulter",119,C6,Triticum aestivum (Winter Wheat),91.90969999999999,2.54,Row,25.4
